#{"t_start": 1776809823.839701, "env_id": "BDXCourseProjectImitation-v0"}
r,l,t
41.793884,230,0.096332
32.019104,205,0.180306
43.204958,225,0.275427
46.533435,261,0.380903
23.566287,190,0.454573
26.467779,186,0.525659
69.0171,316,0.660379
24.214583,180,0.726857
39.618819,203,0.807625
48.621679,260,1.23931
32.841252,233,1.33095
52.938186,237,1.42568
40.455452,211,1.509074
59.241803,292,1.628285
26.955543,192,1.698118
61.061977,249,1.796226
45.257711,253,1.900405
31.272256,228,2.315518
47.651376,260,2.424178
45.417787,260,2.529907
23.406622,212,2.61223
30.893024,201,2.688633
24.116545,202,2.764754
40.017834,244,2.861399
26.741877,231,2.952967
37.116929,208,3.032401
24.912519,218,3.48115
39.587737,227,3.572339
43.879751,253,3.672376
63.826315,256,3.779336
30.215907,224,3.865765
34.797038,204,3.94353
28.852572,194,4.01834
21.307976,214,4.101791
37.449661,238,4.195269
33.870501,228,4.613105
64.996088,310,4.740254
23.759134,209,4.819311
35.255977,202,4.901288
21.711646,209,4.985284
34.588778,221,5.072034
31.202153,196,5.147441
17.624376,187,5.217888
56.290372,299,5.346426
44.702212,226,5.76612
25.142073,214,5.851483
39.738282,214,5.940769
27.929718,213,6.024282
53.919314,278,6.135224
64.57905,281,6.24847
50.365643,269,6.357471
18.355582,198,6.435607
45.802343,244,6.535818
36.010717,202,6.937517
46.275922,225,7.024483
35.095824,240,7.119409
27.024484,215,7.204379
25.050774,208,7.288322
38.077514,220,7.375272
34.166824,228,7.469439
28.193576,189,7.539713
31.186578,230,7.631372
59.880737,260,8.058902
46.573793,222,8.14576
54.749503,243,8.242872
63.597137,307,8.376006
27.9773,229,8.468617
95.171593,357,8.62429
17.629796,193,8.69736
72.674994,270,8.809458
55.501922,260,9.236409
59.570348,255,9.340352
48.139017,253,9.442897
23.534808,181,9.509903
24.367866,215,9.593878
61.376717,274,9.703451
42.250501,212,9.784631
77.102272,333,9.922223
53.634997,273,10.361051
25.997457,183,10.428261
33.522652,221,10.518677
27.822327,217,10.603673
120.541064,427,10.799494
47.489511,250,10.899481
27.874847,220,10.98653
