#{"t_start": 1776809450.533102, "env_id": "BDXCourseProjectImitation-v0"}
r,l,t
39.711594,224,0.569862
31.279824,198,0.647658
25.80435,189,0.721327
51.631417,264,0.83938
39.716568,215,0.927798
42.673844,223,1.023201
61.059559,268,1.131074
49.804727,233,1.223144
31.741756,205,1.308742
44.453688,223,1.778863
35.618293,236,1.876007
52.123007,265,1.987226
54.692243,241,2.089041
65.38128,283,2.210013
38.606802,244,2.30913
41.20746,210,2.391076
33.247755,203,2.470122
38.768884,244,2.908301
87.851243,323,3.04892
35.212624,196,3.123581
20.815511,186,3.194645
34.981664,236,3.287957
35.270166,204,3.367434
33.671894,236,3.465559
74.062562,285,3.582428
33.694757,200,3.662449
26.424012,208,4.080247
42.520624,218,4.169568
39.897306,211,4.257016
25.573179,217,4.344177
28.863152,202,4.425337
35.937993,227,4.514925
27.952344,194,4.590034
34.429527,205,4.672779
48.79858,228,4.763117
30.251221,187,4.840436
26.60332,221,5.260355
71.313777,301,5.386115
29.128332,224,5.473012
115.759297,401,5.64956
26.647669,221,5.736994
30.579971,207,5.819767
52.554828,230,5.913327
28.433776,193,5.990756
55.17978,260,6.439394
38.817309,228,6.532059
43.233994,219,6.616935
37.109395,263,6.725518
20.681531,208,6.813179
27.289061,220,6.904336
41.181901,242,6.997302
42.49113,213,7.083879
50.923011,250,7.190196
39.226153,221,7.607354
23.487574,214,7.691803
54.842772,246,7.793602
35.506365,212,7.881314
41.043605,254,7.99268
59.754139,251,8.097934
60.718948,311,8.252418
58.64987,281,8.378604
63.632736,269,8.820813
26.388163,189,8.893465
33.010395,205,8.972619
60.843982,259,9.087526
36.910235,221,9.187471
31.761662,242,9.337383
21.082849,218,9.432285
46.846111,254,9.54779
46.233474,237,9.653154
50.539573,235,10.125358
58.793565,246,10.235987
36.797297,205,10.316122
32.515306,199,10.393962
31.212229,198,10.471089
63.09972,261,10.584569
42.567765,218,10.678204
23.630462,189,10.757851
33.74954,203,10.84771
33.860049,238,11.357205
60.785129,265,11.479786
33.672965,201,11.560608
50.26136,243,11.66391
24.423793,182,11.733661
21.593787,187,11.818103
54.339461,278,11.972013
44.77109,232,12.071497
42.392393,248,12.176533
27.677911,221,12.597509
38.880398,214,12.682846
64.487739,283,12.8075
26.560887,190,12.88206
32.506027,234,12.975822
36.851283,208,13.055303
47.877622,228,13.149029
34.90775,229,13.244668
50.958983,234,13.337412
31.655947,189,13.743696
33.238054,236,13.843555
50.322931,278,13.963545
57.374931,251,14.06488
26.768668,183,14.133809
42.010614,224,14.223523
42.355333,226,14.309055
42.246143,215,14.403681
36.136695,229,14.581586
51.084224,239,15.017491
19.404052,184,15.08736
44.564658,242,15.186858
47.783234,237,15.279967
40.042628,230,15.375874
33.170927,201,15.456275
38.240777,244,15.557767
39.552184,255,15.660303
62.522008,267,15.763146
49.501487,230,16.183083
40.848014,209,16.262505
40.598266,213,16.342786
27.102641,192,16.415269
34.1629,227,16.506301
38.842937,219,16.590294
54.977266,244,16.687937
38.21188,204,16.767676
33.44179,209,16.852511
23.809367,192,16.928911
56.42996,261,17.36167
25.433293,189,17.430472
43.719688,274,17.549135
49.179007,243,17.651992
31.772071,194,17.724876
47.356703,227,17.846852
33.645259,235,17.944647
53.572115,257,18.054066
54.000818,250,18.478642
37.710274,219,18.570668
38.080449,231,18.661289
45.280941,230,18.754955
43.846956,231,18.849323
53.35599,236,18.947308
42.459346,214,19.032561
49.718791,254,19.144039
48.092834,270,19.257533
41.974354,223,19.665405
61.905511,265,19.77712
49.449355,223,19.869002
44.166492,233,19.96774
47.776043,227,20.061598
36.893998,208,20.141108
26.780888,208,20.228019
45.814046,228,20.324063
39.855743,205,20.401721
31.320159,201,20.804162
63.798866,258,20.921572
73.289025,310,21.060962
50.353734,239,21.16095
83.781531,351,21.321632
35.540521,217,21.408219
80.469749,336,21.5465
47.185669,241,21.645422
34.617061,209,22.051235
72.134985,285,22.168476
23.544526,213,22.263717
42.007673,251,22.36445
59.680863,259,22.470762
41.125095,225,22.562402
34.247292,220,22.654089
51.759215,238,22.748908
35.408879,208,23.160649
55.563337,252,23.264994
41.661167,213,23.345414
21.400143,193,23.424403
49.279637,253,23.529816
52.746163,289,23.651851
71.831737,283,23.766533
56.562026,266,23.877422
51.652846,231,23.971699
81.201137,306,24.425376
51.879834,234,24.520306
51.54562,241,24.613719
48.389809,224,24.70573
139.63554,462,24.902741
62.027551,259,25.008911
62.372736,264,25.116355
82.506656,331,25.586747
29.280345,197,25.664244
31.015168,200,25.74138
39.747825,210,25.824152
89.909108,337,25.969728
105.45794,353,26.126421
53.318399,235,26.21899
40.703863,226,26.310933
37.241744,207,26.729458
65.505872,293,26.858481
41.392154,217,26.94911
31.497492,204,27.027816
104.456942,364,27.185336
43.230024,218,27.279369
37.208005,211,27.363896
52.577075,236,27.462169
40.780621,211,27.863526
60.047064,255,27.972221
40.772142,212,28.058335
44.412319,218,28.146589
52.155472,242,28.246717
76.472366,319,28.417387
56.308865,242,28.525757
36.235177,205,28.609148
35.847039,204,28.69065
32.750216,202,29.123073
54.968468,241,29.221223
91.656421,348,29.372537
43.764107,221,29.46317
42.376932,223,29.555771
48.281568,241,29.654373
75.789983,288,29.770884
50.383465,235,29.864038
56.67362,264,30.308161
42.947946,224,30.398001
50.628548,227,30.490474
104.207597,359,30.63858
51.752707,239,30.738537
57.11286,246,30.838758
64.485521,270,30.956988
49.59947,234,31.060151
67.518055,280,31.511534
85.067143,325,31.656806
58.553826,238,31.752517
45.576206,214,31.837867
71.614135,293,31.96835
135.681553,420,32.161417
57.746775,245,32.262457
44.88735,226,32.679049
56.103193,245,32.78043
54.680784,239,32.877966
109.255436,371,33.045434
50.306209,244,33.146799
53.066313,236,33.240812
35.472895,204,33.322336
53.044005,240,33.415861
56.705318,249,33.846955
39.292052,206,33.932601
43.626871,225,34.026888
74.789684,276,34.14102
41.376467,222,34.271467
44.558144,218,34.357498
52.72545,235,34.455578
64.659874,258,34.563365
59.261209,245,34.661359
58.256847,251,35.116149
41.904299,212,35.202819
28.832518,238,35.298614
64.512134,260,35.404699
36.414296,200,35.482026
52.557064,243,35.584416
40.256995,242,35.68817
83.939316,326,35.829343
74.358728,283,36.276411
100.1964,338,36.419241
90.223849,318,36.559508
189.149474,582,36.826759
43.770858,267,36.946187
69.215042,274,37.064311
65.316757,263,37.500664
64.054511,274,37.611813
39.269841,212,37.696874
58.758713,241,37.791573
44.356745,225,37.879564
60.233219,245,37.980924
43.180129,222,38.068659
46.874924,231,38.162297
42.279906,214,38.249821
44.610258,221,38.662414
73.576638,280,38.779346
65.018899,264,38.889168
63.930223,256,38.994551
60.948873,254,39.095804
41.526399,226,39.182694
39.822531,213,39.266618
42.819515,218,39.351335
69.643142,266,39.775567
34.162594,238,39.870383
43.216373,253,39.97383
62.061029,300,40.10107
51.679787,230,40.191982
60.749137,252,40.294225
62.825651,264,40.402935
68.684532,265,40.512601
72.031737,318,40.97803
66.624477,314,41.125716
43.216713,218,41.213735
86.461618,320,41.360402
53.652471,245,41.460293
57.822152,251,41.56045
37.415011,211,41.643
74.043942,328,41.785879
75.664784,274,42.244645
70.742957,280,42.363277
53.166158,247,42.466861
62.940137,265,42.578794
95.142773,334,42.720732
73.968981,290,42.842327
58.610827,247,42.945453
117.537914,449,43.486327
68.859344,263,43.597434
76.315938,330,43.749898
36.147558,241,43.855377
96.789555,381,44.035219
51.510916,240,44.134599
121.968199,402,44.626989
67.873352,313,44.764935
74.983445,281,44.888846
66.692434,259,44.99399
67.354443,274,45.112436
112.512338,369,45.274819
47.313427,267,45.383925
113.091033,372,45.856878
103.436964,353,46.007422
77.141033,330,46.150295
42.713896,214,46.233538
47.48088,217,46.317955
56.293727,236,46.40956
74.261638,275,46.521375
67.398695,306,46.969553
119.78474,391,47.138308
92.259875,341,47.287341
65.068454,266,47.403101
64.441603,309,47.53569
71.300148,314,47.674648
36.727326,205,47.752732
88.453825,311,48.210907
123.707819,390,48.385966
89.400951,326,48.520913
67.642449,267,48.63099
59.554709,253,48.733476
60.139173,252,48.834391
108.291327,358,48.98734
111.895583,412,49.486874
68.705167,275,49.603666
100.757482,349,49.748598
77.3353,313,49.881189
104.382367,354,50.030893
74.487042,341,50.183537
76.801329,327,50.652127
98.859987,341,50.801483
56.129415,246,50.941909
31.193306,199,51.019509
67.530846,322,51.175149
52.06444,233,51.277871
68.454118,281,51.397364
153.339148,467,51.94053
74.263099,279,52.055741
38.588476,210,52.14039
50.016135,227,52.227925
141.589735,493,52.453727
53.459034,293,52.575911
90.838583,333,53.062998
108.255421,380,53.23259
72.72581,278,53.344006
63.958539,257,53.443369
105.692478,346,53.585834
63.960168,307,53.717841
51.036948,231,53.80782
47.589942,221,54.218713
83.262422,303,54.351404
28.706573,198,54.427576
61.290138,252,54.53008
80.642825,312,54.653875
95.212541,335,54.794534
107.374117,358,54.946876
94.875744,341,55.422361
92.668581,372,55.591856
77.918418,290,55.712123
69.600844,261,55.817663
108.130747,364,55.985311
88.576266,326,56.133846
120.373974,396,56.68402
68.644335,318,56.830823
49.101942,226,56.926062
62.195539,287,57.079576
113.943159,373,57.317296
43.798122,230,57.411909
112.478604,363,57.576861
41.680879,239,57.99297
68.048301,265,58.190862
147.767488,447,58.537693
60.824727,253,58.676479
106.650066,351,58.896394
37.167109,243,59.015232
111.635929,436,59.541895
42.961446,222,59.625497
73.717654,302,59.764017
102.018485,344,59.913385
97.381307,340,60.057103
77.753879,289,60.199574
39.739734,214,60.283747
146.093495,454,60.817366
45.157791,222,60.905419
95.663105,333,61.050208
90.807261,354,61.206664
72.909297,326,61.34995
103.661404,351,61.503256
60.388655,247,61.604528
123.44711,397,62.108653
96.923821,332,62.254819
50.495655,227,62.342616
96.668841,344,62.493148
216.771684,589,62.768987
127.07583,390,63.264196
98.776108,337,63.411888
86.494408,318,63.545965
42.915682,225,63.633743
61.402003,256,63.747896
98.095921,354,63.9084
97.15246,347,64.069292
97.966572,340,64.537435
104.357142,352,64.694473
143.779773,438,64.884985
128.919311,394,65.055885
103.477385,346,65.20969
105.888279,361,65.69124
60.085408,242,65.785948
133.715703,420,65.97492
82.290141,302,66.100438
78.70319,295,66.22662
106.791823,342,66.364996
90.17625,313,66.811591
88.960229,313,66.951138
96.936136,338,67.11061
66.343331,257,67.214957
138.08635,441,67.420772
103.804808,340,67.57649
92.711294,334,67.725621
50.235705,233,68.14521
86.113815,319,68.28768
65.201934,262,68.395589
111.044446,366,68.554772
90.540665,331,68.695495
90.420753,329,68.837573
68.270498,264,69.275614
74.728598,274,69.3937
103.726385,351,69.549515
121.39667,397,69.734577
111.508774,358,69.891445
113.121458,361,70.045381
95.124997,331,70.511237
126.710703,394,70.694261
111.500702,359,70.860371
91.521042,324,70.999006
