#{"t_start": 1776807753.2891269, "env_id": "BDXCourseProjectImitation-v0"}
r,l,t
22.700953,230,0.104891
18.174597,205,0.195196
27.295167,225,0.291213
49.034253,261,0.402825
14.828441,190,0.480704
20.346778,186,0.552868
62.82976,317,0.69376
19.161391,178,0.761034
29.315932,223,0.852807
32.703671,238,1.317527
59.584397,286,1.441762
26.659727,218,1.550293
23.573185,207,1.639513
35.688971,221,1.734905
31.408636,226,1.829738
37.230805,241,1.930257
38.67744,249,2.032603
14.94167,183,2.104011
21.186155,222,2.574803
30.819359,227,2.673458
18.694457,194,2.753246
20.84881,197,2.829051
34.328147,238,2.926966
29.106104,209,3.011633
19.245807,192,3.089244
16.043781,197,3.173181
27.237761,211,3.263377
34.196277,241,3.733751
20.319093,197,3.813034
45.483567,251,3.911303
41.293323,230,4.010753
38.36388,243,4.110782
21.447398,182,4.181051
21.096707,216,4.266971
19.391882,236,4.364944
38.728886,221,4.451939
37.24821,233,4.904599
30.727558,229,4.99941
29.020322,205,5.082276
26.432268,205,5.166455
9.762367,175,5.232463
21.30954,195,5.31023
14.904748,191,5.389402
20.496456,207,5.473441
32.812037,255,5.577175
26.171629,188,5.648042
22.507179,218,6.098299
30.218121,208,6.186082
34.983067,215,6.278357
28.809263,236,6.385407
46.542222,271,6.499903
30.036293,208,6.583852
40.816022,238,6.68536
22.512268,193,6.76414
17.404243,206,6.851095
28.650219,233,7.300916
33.729923,232,7.396572
22.596771,214,7.483616
33.710334,222,7.574197
38.073865,226,7.669625
51.472189,292,7.79423
20.015402,202,7.871659
23.55069,219,7.960416
44.972199,308,8.086444
25.551396,209,8.529348
28.81123,210,8.617201
32.565984,244,8.722795
42.033891,243,8.83331
33.239081,253,8.942096
23.261474,186,9.015521
39.364066,229,9.113096
24.800398,198,9.18778
35.34683,242,9.289133
44.052353,257,9.756946
34.509187,248,9.860217
58.181128,309,9.996863
32.52367,240,10.096768
39.666553,231,10.196543
51.687659,292,10.320796
66.923392,360,10.47161
37.736245,225,10.563593
42.362895,249,11.020772
40.000021,233,11.113105
49.573674,266,11.222311
25.574726,193,11.296975
25.70882,208,11.38424
34.975829,248,11.485336
33.264113,219,11.574588
20.610695,222,11.663334
43.915163,264,12.112325
37.665525,264,12.226659
24.210477,218,12.314086
46.862597,271,12.421484
60.928411,299,12.546032
36.194204,242,12.652612
67.525418,321,12.796442
28.145293,219,12.883907
27.08951,229,13.366413
48.384205,287,13.491014
28.338616,222,13.579322
41.678297,250,13.687492
35.338514,233,13.788922
36.460573,231,13.882978
60.532226,298,14.005207
21.7649,212,14.089755
49.655408,268,14.202213
22.783759,198,14.622413
31.888277,218,14.707607
24.259327,210,14.793924
32.684093,203,14.871882
27.689654,201,14.950013
18.523484,195,15.025471
49.735585,256,15.13566
25.532273,204,15.215865
34.852597,229,15.309413
41.674199,240,15.751452
35.641156,226,15.841293
28.50766,209,15.925839
38.970863,221,16.015708
39.630587,235,16.110701
26.551572,221,16.199711
49.974076,258,16.302138
37.847688,246,16.4037
37.081177,264,16.52553
33.585678,225,16.959956
78.179757,347,17.10927
29.146531,218,17.19601
49.635727,255,17.302638
37.039841,232,17.393753
46.290917,266,17.508074
46.300825,259,17.616794
37.915762,252,17.721298
23.871527,204,18.141158
33.173608,231,18.239524
35.929352,264,18.346764
30.886955,212,18.429846
26.739723,236,18.531479
45.257432,280,18.652217
34.034277,223,18.742724
42.57994,255,18.856571
38.686879,225,19.288082
9.720804,199,19.368206
43.948778,266,19.480787
31.460035,212,19.562581
39.776237,212,19.646199
35.965248,240,19.744498
52.411092,274,19.854327
64.27374,285,19.976466
49.560139,263,20.081773
64.445942,303,20.545227
31.355304,243,20.645019
33.195287,198,20.725942
43.736854,267,20.841622
39.0245,248,20.93968
36.680173,229,21.029729
27.717554,206,21.112576
58.091354,301,21.246678
46.979218,249,21.701824
43.289856,230,21.808647
64.315217,297,21.93592
60.460042,315,22.071694
45.935509,256,22.186858
34.655847,230,22.284493
29.057638,224,22.374082
32.484128,232,22.47241
49.845382,241,22.922322
43.117291,251,23.032253
49.166983,248,23.132932
27.058389,219,23.22984
51.508945,242,23.331462
29.899072,237,23.434203
29.858686,234,23.536523
43.011464,234,23.633496
29.467096,204,23.717324
94.970167,362,24.241582
47.513468,252,24.344587
26.798549,204,24.426369
28.870313,210,24.512021
70.566944,323,24.654152
45.307512,269,24.782548
32.352509,224,24.87972
53.131368,285,25.010668
46.464128,288,25.538942
43.846854,245,25.659388
23.2702,206,25.832643
39.330773,229,25.940622
25.41284,216,26.034293
19.521999,195,26.120452
39.63847,226,26.216972
77.145415,318,26.357425
31.513552,239,26.81048
48.692577,257,26.922607
34.396814,219,27.008221
39.84549,239,27.106181
90.742985,343,27.251233
52.38712,279,27.363854
32.424451,213,27.453742
72.091774,380,27.62206
37.703217,238,28.12214
94.034319,423,28.315738
28.57458,216,28.421657
24.07423,206,28.517118
48.986608,253,28.63518
32.108132,225,28.737113
52.242414,271,28.867328
55.529994,272,29.364423
66.272799,312,29.505063
26.642972,202,29.590636
38.608083,246,29.719773
43.501099,243,29.861166
75.575842,376,30.058945
45.070218,246,30.188793
25.248401,200,30.280725
48.18106,250,30.79249
33.701488,218,30.886842
29.866665,199,30.969118
48.63759,272,31.088128
41.010358,237,31.185941
30.132294,216,31.281443
59.992937,280,31.401927
30.125138,209,31.491213
54.149346,285,31.611988
31.24672,212,32.048676
40.567199,252,32.153193
39.959348,239,32.252703
28.267398,202,32.33387
75.462394,374,32.495502
95.17368,409,32.683776
33.137839,219,32.773055
80.396218,330,33.275979
112.681136,419,33.456402
74.028896,331,33.601832
33.194848,224,33.690766
47.883131,233,33.792019
40.953804,211,33.879371
61.360625,300,34.009583
39.701233,247,34.449297
45.674449,243,34.550435
44.135833,274,34.665611
53.545447,265,34.782004
48.151071,242,34.882989
41.55576,240,34.985434
33.765064,217,35.07188
64.917071,348,35.226144
102.061661,401,35.737722
105.605357,378,35.91092
59.901262,297,36.038236
61.01781,279,36.155534
32.485227,215,36.242616
49.104907,256,36.350314
54.715142,281,36.468922
105.252749,419,36.997844
53.146206,251,37.103413
80.138632,333,37.26481
43.316705,242,37.373994
30.532192,212,37.465874
44.901176,296,37.597204
58.411506,279,37.707559
91.980332,356,38.216054
47.28201,245,38.316895
70.388146,317,38.459007
72.499345,294,38.584967
67.361101,304,38.720389
102.519327,413,38.91398
54.900511,269,39.367945
49.419944,268,39.480264
48.985273,254,39.595442
