#{"t_start": 1776888933.13012, "env_id": "BDXCourseProjectImitation-v0"}
r,l,t
2.553467,156,0.064316
4.198208,181,0.137009
2.119739,159,0.197517
14.820525,270,0.321239
5.227965,174,0.391801
-0.363883,175,0.466006
2.313445,158,0.529531
14.569548,214,0.622799
4.115001,193,0.70273
6.023457,188,0.777244
3.860624,168,0.845485
8.513821,197,1.268597
6.086593,257,1.388372
15.969056,247,1.498018
4.294281,185,1.577943
16.797721,242,1.681427
8.564514,240,1.786093
6.812537,172,1.855597
4.080148,179,1.925512
3.11521,158,1.985367
0.911547,163,2.046814
7.040428,216,2.473833
13.995189,226,2.581015
11.629702,228,2.684921
10.6812,206,2.776998
14.292114,207,2.869043
5.742723,196,2.952124
11.299041,228,3.055028
6.666892,180,3.128927
4.150685,160,3.192706
12.043567,218,3.286945
9.919446,242,3.743548
8.526403,239,3.845581
2.474576,151,3.903004
2.846383,158,3.961894
16.261612,224,4.055461
10.09537,262,4.171933
5.639256,210,4.261655
1.785859,151,4.318206
3.805492,159,4.379556
9.670642,207,4.472704
20.037444,242,4.940483
4.080291,170,5.008947
4.592778,167,5.075324
7.214669,191,5.157753
3.654533,161,5.219054
3.127387,153,5.27795
1.157694,155,5.337626
8.3663,234,5.441756
15.310788,224,5.537385
2.079418,168,5.608544
13.000918,218,5.699697
14.605038,222,6.128463
13.443616,241,6.230355
11.11483,217,6.322198
11.790441,197,6.404056
1.793078,176,6.477935
2.738971,151,6.535959
1.844522,147,6.592808
15.715145,255,6.706532
3.527133,170,6.772795
16.20693,235,6.878021
16.332065,238,7.333702
2.082803,202,7.417225
8.44195,183,7.498286
16.047362,219,7.595389
9.047421,188,7.672062
5.076326,178,7.743513
16.320492,221,7.837442
8.220223,187,7.913361
8.69802,181,7.986518
8.596666,207,8.07012
10.641019,225,8.514539
14.417907,208,8.606882
10.773268,195,8.687768
9.974345,204,8.773638
10.307154,206,8.863095
8.716685,187,8.939948
12.342819,211,9.027136
12.809055,232,9.12615
2.763688,156,9.185456
16.587133,214,9.273273
15.255887,221,9.699217
18.336306,248,9.803178
16.044459,226,9.902772
7.929041,188,9.978213
1.914494,177,10.047779
7.096895,225,10.149515
12.448914,197,10.230072
9.235766,222,10.324575
12.163555,202,10.407931
12.271232,225,10.500872
12.329017,202,10.939432
15.532024,221,11.033708
9.66524,212,11.123642
13.157695,242,11.230587
17.042422,280,11.359198
12.038143,244,11.465774
9.882688,190,11.54291
7.615942,202,11.631444
20.346661,241,11.737406
14.818046,241,12.17875
14.736605,208,12.268346
14.908318,217,12.361336
20.209112,260,12.4744
18.925936,238,12.576961
12.117876,203,12.663925
4.812452,201,12.747336
9.088893,232,12.846303
0.022928,240,12.955379
21.105269,265,13.396301
8.754389,198,13.477534
9.028235,192,13.555099
16.559316,253,13.675458
10.407109,207,13.761671
12.432865,202,13.847827
12.411522,211,13.933295
14.443887,214,14.024373
