#{"t_start": 1776819627.478484, "env_id": "BDXCourseProjectImitation-v0"}
r,l,t
3.326281,210,0.621729
7.815265,185,0.698332
3.211492,163,0.763523
5.417757,180,0.838239
-2.88924,206,0.926263
17.551749,210,1.014571
12.373146,187,1.091364
20.6367,275,1.210522
23.765016,258,1.322101
1.712263,202,1.760312
2.686883,170,1.836157
15.018738,198,1.918893
9.530048,230,2.018295
17.097221,213,2.107467
4.599934,200,2.191488
1.563742,188,2.268781
11.938618,232,2.368378
24.26787,229,2.464694
13.128701,208,2.552409
15.285523,202,3.237527
9.162219,224,3.329265
7.432451,188,3.403306
17.793697,233,3.503261
13.154797,196,3.588612
13.795493,202,3.673074
3.398561,183,3.745999
30.159032,254,3.858674
4.668207,236,3.957553
25.592466,236,4.062323
21.32256,233,4.507231
14.102681,193,4.586531
16.712234,204,4.67182
6.115699,232,4.768543
-0.669239,238,4.869897
2.531121,178,4.941801
12.590488,185,5.016025
12.493444,187,5.092947
23.276216,248,5.198649
0.330787,239,5.641629
23.924426,232,5.751951
11.97612,186,5.827343
13.778315,202,5.909495
13.335287,202,5.991667
-4.748434,206,6.078874
19.439421,214,6.167129
7.056857,204,6.252159
16.358314,208,6.337597
28.061515,246,6.445201
27.401641,241,6.896894
13.939371,200,6.979153
-2.662942,232,7.077088
1.939655,169,7.14374
4.340108,232,7.245845
15.604026,192,7.323097
17.165924,212,7.410115
25.677556,242,7.519707
11.083695,200,7.603691
29.130238,249,8.06792
15.935823,263,8.180961
3.916923,250,8.287558
19.060018,222,8.379116
27.865321,242,8.483896
30.673437,238,8.594514
14.81499,281,8.714773
9.49814,187,8.790819
-0.473155,200,8.871869
39.963468,281,9.329442
8.037231,212,9.417618
-3.785901,211,9.506437
37.056314,265,9.624055
-0.750295,174,9.693484
26.153434,232,9.79391
11.765578,183,9.866375
17.029488,209,9.950174
24.08483,242,10.055024
14.430005,210,10.47666
0.681633,173,10.548601
17.80965,200,10.639438
29.088528,256,10.747031
14.942734,200,10.830229
10.416783,243,10.935218
6.789028,188,11.011001
15.987617,198,11.090565
5.123298,171,11.157657
77.399509,359,11.324478
5.834124,190,11.739558
12.514749,197,11.819419
17.969051,188,11.896328
14.46556,234,11.996209
23.765275,224,12.089876
49.49768,318,12.230416
32.401374,267,12.344345
44.153723,294,12.472986
11.052449,182,12.921844
14.862688,196,13.004171
30.137429,241,13.106701
3.815936,172,13.176808
20.46704,214,13.264147
17.16253,208,13.350396
9.195867,202,13.434947
10.72226,203,13.518319
12.201507,183,13.597043
15.08091,206,13.684141
21.968153,221,14.117411
19.346796,214,14.208097
16.004656,208,14.293922
32.162703,337,14.452809
17.767725,217,14.544477
17.065692,232,14.648954
26.479398,302,14.788331
21.897509,215,14.876884
28.342231,241,14.983878
20.062901,218,15.406481
23.524466,230,15.505584
16.134274,197,15.592655
14.421621,202,15.675382
22.317821,225,15.772699
2.194439,173,15.84053
12.953857,195,15.919421
9.74149,196,15.999298
14.806474,204,16.082918
17.908926,222,16.182331
30.9397,288,16.659517
5.971868,223,16.75436
20.738754,262,16.87266
16.569392,210,16.961861
21.330593,225,17.06202
20.083285,218,17.154377
18.781361,209,17.241469
23.844104,237,17.34438
1.765456,233,17.447333
21.020706,216,17.875604
31.856844,264,17.989328
23.081803,251,18.103934
35.606495,260,18.227042
17.769506,253,18.334109
3.077177,184,18.40682
24.165364,239,18.508187
11.806012,197,18.592313
14.099298,204,19.012625
13.005194,219,19.105906
28.678474,249,19.218562
20.743374,216,19.325973
22.421979,236,19.427595
12.5835,201,19.515294
13.802245,200,19.600655
25.577592,240,19.703383
17.71487,226,19.803104
15.777552,200,19.903372
26.237162,238,20.361326
32.226846,247,20.47968
31.75128,246,20.598249
4.705149,221,20.702173
52.677841,356,20.87641
21.15608,220,20.970132
34.402118,267,21.093437
41.097662,301,21.57586
23.20669,218,21.673198
19.74949,217,21.763869
27.983395,272,21.892923
23.28448,213,22.003704
16.102709,209,22.09318
10.997475,311,22.228498
37.205573,292,22.364872
3.760424,192,22.444568
7.964489,201,22.865493
18.561341,259,22.98132
22.861841,224,23.075964
18.321311,205,23.164828
17.109124,208,23.249861
16.306472,233,23.351894
10.892273,199,23.436342
18.574308,207,23.520324
17.093642,206,23.608019
31.616449,293,24.103952
28.456788,248,24.211285
13.906225,204,24.298035
27.06053,256,24.412002
24.193159,225,24.506747
20.169893,215,24.597099
25.823619,239,24.703661
13.095024,196,24.787629
34.790582,279,24.93945
15.995302,251,25.390922
84.394906,420,25.587076
5.866121,235,25.68866
21.967982,217,25.784481
17.582349,205,25.888778
29.616321,242,25.991465
22.783974,244,26.095543
25.320095,235,26.214235
47.314461,289,26.706413
16.365872,210,26.797823
29.743502,240,26.903391
12.539393,269,27.035085
37.316301,273,27.157854
23.143808,249,27.271737
22.230357,236,27.372291
32.192433,270,27.493633
27.333298,241,27.981694
39.690395,277,28.103451
25.382822,246,28.208435
69.329785,408,28.40815
19.874857,208,28.495862
24.95569,218,28.590203
27.910618,257,28.710091
17.222742,206,28.792601
36.881604,268,29.252014
46.30841,302,29.385586
27.752708,235,29.485725
24.206798,231,29.588152
33.720673,281,29.715623
43.826578,309,29.855284
28.731999,218,29.952232
31.030115,246,30.059489
37.948488,261,30.508215
22.701052,233,30.612276
37.949421,270,30.732571
36.044817,281,30.865007
24.64198,269,30.983644
26.072454,234,31.082354
44.408541,307,31.220521
65.54154,358,31.723686
31.049925,256,31.843766
44.543827,282,31.983238
49.35238,301,32.118373
17.057588,199,32.206785
36.604046,311,32.353075
25.743233,233,32.452117
25.179265,236,32.558192
33.289605,251,33.009845
63.544352,365,33.182969
34.323124,252,33.297702
23.391927,218,33.389365
22.018856,277,33.512839
21.753336,217,33.607588
26.225735,287,33.743537
71.092856,320,33.8919
22.727916,223,34.332138
34.162243,257,34.443268
14.152772,201,34.528375
81.820398,420,34.864621
32.265148,242,34.971562
55.688449,340,35.131624
60.172317,317,35.27313
30.514892,261,35.729933
28.088437,228,35.829862
98.902643,546,36.083723
23.641821,207,36.170188
31.746763,297,36.304111
17.566562,218,36.399421
36.027755,319,36.54407
63.471633,368,37.05982
29.422143,235,37.158404
57.30481,363,37.323192
43.487633,354,37.491866
25.387987,279,37.618894
56.499253,317,37.770093
48.913725,329,38.267664
36.114301,271,38.386212
46.855047,365,38.551607
40.393804,275,38.67899
35.247742,272,38.800573
31.605529,252,38.90587
69.841367,432,39.113057
22.806578,287,39.627002
21.740473,232,39.747528
71.793212,380,39.943661
53.9811,302,40.097272
27.828086,246,40.205012
43.592207,321,40.355438
15.546177,203,40.447079
60.836262,349,40.94585
35.850876,270,41.065489
64.844502,337,41.226399
41.696509,281,41.356036
13.596079,185,41.429859
30.440085,235,41.531586
73.793785,447,41.752692
46.59797,313,42.249803
40.775334,273,42.405373
32.022704,243,42.519735
57.050249,359,42.699665
37.012652,273,42.825678
39.587068,302,42.968627
31.891072,251,43.092296
46.00416,297,43.591771
28.478931,224,43.72299
18.612593,221,43.819442
52.982594,276,43.947122
32.015183,308,44.087043
86.965949,399,44.283413
54.228758,350,44.449928
29.232713,224,44.941186
36.222501,265,45.069616
18.977889,215,45.164362
23.130879,215,45.26654
84.617646,410,45.493833
39.264558,274,45.622762
31.687549,246,45.733721
37.651449,266,46.201237
44.836904,287,46.331647
66.933218,358,46.50239
61.447277,368,46.672052
21.357027,207,46.772229
41.013413,288,46.914102
37.251688,275,47.042389
39.477564,269,47.502729
29.001363,236,47.601636
18.893498,204,47.693972
20.182332,221,47.797888
28.640749,226,47.896407
60.351022,318,48.052292
37.413994,350,48.234909
51.503081,318,48.380852
59.15642,332,48.899588
71.080942,388,49.084495
48.157928,293,49.218385
27.483164,241,49.332055
30.227665,224,49.429421
17.299769,222,49.52544
31.520861,267,49.641369
133.323771,633,50.305378
6.239884,198,50.386718
25.772848,209,50.479352
69.806884,393,50.659392
72.396947,373,50.835537
43.058024,272,50.961158
50.209548,309,51.461532
23.36118,219,51.559813
30.348698,263,51.68281
76.916983,404,51.875977
38.672422,308,52.020593
65.909707,355,52.186867
58.694935,360,52.368593
43.704009,287,52.870416
40.01834,271,53.001282
37.987531,264,53.119262
56.142477,299,53.265095
25.416863,218,53.366191
25.590831,257,53.478878
44.46293,279,53.608208
50.79432,346,54.113909
37.154106,255,54.229717
116.774254,564,54.508012
62.707326,399,54.714691
18.348206,226,54.813805
56.130392,340,54.975389
37.180709,269,55.436851
21.31069,230,55.537131
46.183258,306,55.679526
25.567835,238,55.789653
21.387852,198,55.876431
80.920981,377,56.06439
22.870669,195,56.142135
23.643668,220,56.238491
64.170889,359,56.79725
96.461655,435,57.015723
98.909528,465,57.249986
79.713063,396,57.437337
49.186843,259,57.552573
72.768705,394,58.110493
36.032311,242,58.217513
54.697614,336,58.371974
51.635848,282,58.502999
51.820948,311,58.643442
32.234151,235,58.741931
22.764595,227,58.844556
17.143984,213,58.935971
41.228126,246,59.385678
41.868364,275,59.506453
46.716252,318,59.651344
59.420434,302,59.80234
32.748562,323,59.955448
23.668408,216,60.046456
90.8636,425,60.260006
34.443454,262,60.716504
27.574906,233,60.825308
43.804629,247,60.946082
48.780288,301,61.083599
48.428139,312,61.238022
38.750764,240,61.346533
41.98979,258,61.463295
40.747543,270,61.944543
52.283583,313,62.089848
106.322768,492,62.343264
137.998961,559,62.620396
18.33299,233,62.722942
51.91157,306,62.864779
97.54039,439,63.423189
51.069122,312,63.573932
68.431298,379,63.756587
44.518874,267,63.879385
29.946156,218,63.971256
27.405319,252,64.086782
32.670208,272,64.54103
97.140936,442,64.763029
77.258528,377,64.954847
51.560627,311,65.094455
24.620327,224,65.18752
37.699808,235,65.287464
38.689251,225,65.390714
53.725648,336,65.917669
26.544547,230,66.066562
34.748903,250,66.191455
22.278721,214,66.281485
52.43992,290,66.420212
45.319398,265,66.545281
34.6928,250,66.6514
68.114886,371,66.83174
65.217585,302,67.398549
50.331963,278,67.537683
60.270816,341,67.702469
69.67833,342,67.870061
42.016343,262,67.997617
42.78386,266,68.122588
44.514083,274,68.254584
41.59578,243,68.71024
23.825441,226,68.807473
75.719826,362,68.984626
56.880389,304,69.138836
52.797383,294,69.271257
53.745484,340,69.436467
46.879745,267,69.553038
39.288054,271,70.018285
115.465202,491,70.2776
92.919842,410,70.480384
37.951694,252,70.591388
67.522889,343,70.763045
34.798586,230,70.86775
47.175962,261,71.330286
33.913068,244,71.440109
74.837444,366,71.632074
99.542043,427,71.849633
42.590878,253,71.966747
56.711698,348,72.139719
36.23953,272,72.657521
32.951167,221,72.754766
62.781418,373,72.94186
63.873631,334,73.107655
57.699534,306,73.273295
47.638011,258,73.394646
77.93408,407,73.617111
112.092914,452,74.204969
117.372294,541,74.490505
48.393856,317,74.635509
71.265447,347,74.826992
42.197132,243,74.93605
46.880269,286,75.067999
79.112649,421,75.647417
21.358755,228,75.749902
42.149604,270,75.8772
44.550638,259,75.992805
42.901308,292,76.127334
95.233825,408,76.320303
33.030366,228,76.776413
110.003271,506,77.044084
60.208362,294,77.177828
73.860548,348,77.352682
