#{"t_start": 1776819829.871583, "env_id": "BDXCourseProjectImitation-v0"}
r,l,t
25.592424,260,0.125584
1.879657,178,0.195687
3.43477,205,0.279309
13.608465,208,0.365071
13.005846,198,0.444934
8.40761,202,0.533552
34.614652,268,0.645924
23.661358,252,0.755597
-0.27624,165,0.819672
4.225635,170,1.230908
0.771402,160,1.293753
18.847508,218,1.384752
2.708877,160,1.447075
12.935144,195,1.527174
0.902761,159,1.588704
16.550329,232,1.686638
15.778415,213,1.777074
4.68763,214,1.865598
6.449557,179,1.937015
2.446377,203,2.02177
18.165568,213,2.494694
17.108339,206,2.580634
5.731793,180,2.652764
15.247104,202,2.734427
8.899827,193,2.810947
1.859317,191,2.891362
3.037906,212,2.978596
17.520975,197,3.06237
22.849616,246,3.164625
24.499179,258,3.283052
26.415185,242,3.721275
20.766932,214,3.813224
16.669659,206,3.897587
13.470368,196,3.977532
11.687115,193,4.060475
7.874187,191,4.1411
1.180793,190,4.221157
4.552775,162,4.283975
18.848088,249,4.396919
-0.198936,175,4.469043
13.490117,193,4.891474
0.042023,194,4.971234
26.805275,263,5.095639
2.287698,194,5.17234
8.558499,180,5.244464
3.867645,172,5.314402
25.66331,228,5.415224
18.999543,205,5.502176
5.477991,219,5.596394
16.564619,208,5.680311
3.264109,206,6.113645
12.270844,189,6.193015
14.266417,225,6.293106
11.060676,214,6.387021
8.731756,177,6.45665
12.984543,193,6.537964
19.564739,236,6.647184
18.07327,210,6.739845
9.43184,176,6.810639
18.906405,218,6.903888
9.457156,197,7.335877
15.617763,213,7.424741
18.063087,214,7.513326
11.87029,190,7.593899
22.819142,232,7.693402
10.7788,196,7.776048
8.888259,191,7.852908
11.217739,185,7.928764
10.092424,182,8.001646
29.508329,252,8.116148
17.1388,218,8.552916
9.889014,185,8.628114
13.308928,193,8.709004
15.06209,208,8.797792
16.438231,207,8.885321
12.2128,189,8.963955
14.309565,209,9.053398
14.338364,195,9.137254
15.274788,214,9.230309
14.375302,212,9.318441
12.640258,191,9.742198
2.68023,170,9.813724
3.305957,172,9.8823
10.93433,186,9.956632
19.939255,219,10.051357
13.730367,218,10.147657
-0.228722,198,10.234284
16.896973,210,10.328065
22.466421,229,10.424421
10.869389,194,10.501987
23.605369,224,10.941223
24.918905,233,11.04274
12.194264,191,11.127895
11.863122,187,11.204537
20.251868,216,11.299533
