#{"t_start": 1776897899.1852999, "env_id": "BDXCourseProjectWalk-v0"}
r,l,t
1.679263,207,0.69851
24.016881,247,0.847779
3.128187,167,0.915808
7.629417,230,1.016864
3.13421,170,1.093809
5.903658,173,1.166488
3.445471,174,1.237065
1.973037,150,1.301348
12.316496,246,1.410195
4.686739,202,1.499363
2.391309,156,1.920008
4.743008,199,2.015486
7.256994,238,2.129393
3.625017,197,2.217551
7.349933,211,2.312964
1.721458,164,2.379459
2.798583,167,2.448215
3.582562,195,2.534596
3.411043,171,2.603881
9.386451,198,2.687895
6.194341,205,2.775477
10.801977,228,3.223003
22.996773,341,3.386207
1.904541,154,3.44538
8.702316,211,3.536344
7.061573,206,3.622969
1.385457,161,3.686712
5.586512,169,3.755385
1.930171,154,3.822835
10.307798,234,3.926281
5.468594,179,4.000088
3.062395,198,4.478322
8.638806,235,4.590075
8.665924,215,4.683939
2.897659,182,4.759208
6.399735,209,4.847084
1.433994,149,4.904803
3.638618,190,4.987984
4.017369,195,5.071859
8.53909,216,5.170387
2.114805,167,5.240002
12.922731,212,5.675507
13.465818,274,5.805576
5.102437,202,5.933368
5.414282,203,6.033385
4.88866,201,6.126536
0.981085,165,6.194578
2.928655,200,6.287515
4.058865,182,6.364861
1.514142,149,6.422471
5.752522,219,6.517205
8.535637,226,6.95452
5.66726,200,7.037447
1.90262,164,7.103272
4.379225,207,7.193016
6.870695,222,7.287244
6.068854,225,7.389544
3.972899,196,7.494419
9.643654,300,7.637353
2.030918,156,7.70135
9.494244,247,7.816206
5.549534,200,8.312046
8.112734,231,8.420603
1.213033,175,8.495006
6.847419,220,8.592323
13.979372,263,8.718294
7.663102,222,8.821075
6.078076,204,8.91202
16.043946,302,9.055859
7.951025,231,9.16463
5.07348,181,9.5979
18.305284,292,9.739551
3.206689,194,9.825908
8.736795,219,9.930199
14.927316,272,10.144594
15.074376,267,10.290264
5.78202,203,10.387026
3.115557,185,10.478232
18.581797,268,10.650234
2.685672,160,11.264307
29.515707,282,11.440409
8.821672,221,11.565913
4.089428,205,11.687203
3.591464,170,11.777157
3.00492,192,11.886111
