algo,seed,episode,episode_return,episode_len,mean_forward_speed
ppo,0,0,40.61874025287208,245,0.07324383710207089
ppo,0,1,34.97553262155496,263,0.046262875928036566
ppo,0,2,114.609446761051,481,0.05303083237045601
ppo,0,3,121.9309422343688,507,0.044091778325134376
ppo,0,4,77.62405526509455,393,-0.04472423517772274
ppo,0,5,33.45121588203632,232,0.08375534084478038
ppo,0,6,62.2273954137128,321,0.08274093194337387
ppo,0,7,46.46569721446696,289,-0.018321065221454807
ppo,0,8,108.90612719291416,474,0.009882299454712185
ppo,0,9,53.2874787040813,318,-0.04431523959362436
