#{"t_start": 1776795353.714101, "env_id": "BDXCourseProject-v0"}
r,l,t
-26.335006,209,0.123868
-29.137904,188,0.230422
-7.601707,201,0.346591
-10.789194,224,0.478261
-2.744712,182,0.579447
-6.553029,183,0.683952
-21.094737,202,0.797727
-6.307007,174,0.89551
-36.943038,226,1.02466
-12.828018,191,1.133145
-16.104797,223,1.263931
-6.61223,209,1.380343
-10.061425,246,1.555583
-21.154782,231,1.685825
-9.289683,204,1.799946
-15.947294,286,1.968375
-16.616436,212,2.086462
-21.949329,267,2.234775
-12.553128,248,2.377426
-12.989418,224,2.504727
-20.150062,242,2.658103
-10.348317,220,2.778086
-6.253035,180,2.876182
-17.454722,206,2.99158
-13.987642,233,3.12281
-17.727301,260,3.278011
-13.909383,215,3.39715
-3.832738,229,3.529508
-13.478703,199,3.641076
-16.80594,266,3.795874
-6.078741,192,3.904878
-31.455576,241,4.040057
-13.883532,240,4.18234
-29.9567,246,4.32387
-7.740865,195,4.437636
-20.462657,232,4.567479
-8.336422,208,4.686695
-14.106215,199,4.797233
-11.246727,216,4.917178
-9.381581,223,5.043242
-21.29065,250,5.188721
-9.049473,209,5.310009
-17.04579,216,5.44438
-17.668239,287,5.61326
-6.892134,226,5.735703
-7.280791,199,5.847995
-27.929618,235,5.98364
-5.891442,202,6.098327
-22.86192,256,6.244896
-12.519097,223,6.373461
-8.635367,229,6.511667
-9.160448,229,6.6446
-4.709849,205,6.76163
-14.428143,192,6.87808
-9.285427,219,7.011943
-12.147448,235,7.15414
-10.178314,202,7.27156
-12.852758,221,7.394845
-11.888616,227,7.527022
-8.416387,218,7.655755
-10.495019,250,7.800608
-4.12596,222,7.932236
-8.262297,235,8.071953
-15.262544,265,8.220191
-4.840765,193,8.327463
-5.720733,190,8.43563
-8.37586,250,8.573643
-3.82853,201,8.685711
-5.491338,191,8.796206
-4.19029,185,8.899179
-4.096542,209,9.018239
-2.771912,179,9.119123
-6.439992,264,9.274026
-3.498986,193,9.398905
-5.397046,195,9.511078
-7.569957,187,9.61861
-7.610596,209,9.736626
-3.316698,180,9.838739
-2.945278,210,9.993569
-1.88302,190,10.101703
-2.703877,216,10.231574
-2.493552,187,10.337835
-5.460397,245,10.48178
-4.639386,214,10.606485
-5.469131,195,10.71531
-3.832151,187,10.821006
-6.956337,216,10.943786
-5.514543,230,11.078354
-7.161522,215,11.199428
-11.355229,272,11.361168
-3.876732,240,11.499525
-3.000035,198,11.609196
-4.757816,312,11.798533
-7.444626,228,11.925147
-5.407978,226,12.053071
-4.246804,205,12.16869
-1.862694,267,12.327775
-3.613708,229,12.475579
-6.21864,471,12.775117
-7.678718,249,12.923302
-7.66051,206,13.042035
-2.587579,240,13.180519
-3.202964,235,13.313713
-2.151606,259,13.470405
-4.208173,216,13.589085
-1.533784,229,13.729415
-2.836276,190,13.835556
-8.744255,296,14.012719
-2.436451,187,14.115799
-2.270096,186,14.219751
-2.202983,191,14.330593
-2.743811,189,14.440005
-5.047947,193,14.550525
-4.778762,210,14.671028
-3.685766,195,14.779744
-5.205954,236,14.915791
-9.348981,432,15.178228
-6.694629,341,15.380555
-11.785069,546,15.725726
-11.515162,410,16.001171
-7.913965,420,16.250468
-6.978055,401,16.497063
-1.969489,219,16.62136
-5.255732,303,16.809459
-2.51162,246,16.949125
-3.243011,215,17.070799
-3.982722,211,17.187674
-4.159471,230,17.317983
-7.456714,366,17.541749
-7.867997,303,17.720836
-5.110061,270,17.880498
