#{"t_start": 1776795447.646322, "env_id": "BDXCourseProject-v0"}
r,l,t
-20.742262,223,0.081091
-14.846307,191,0.141283
-21.737999,228,0.212979
-20.175602,223,0.284094
-20.469288,295,0.38847
-32.939485,332,0.501544
-14.258128,211,0.569609
-7.523128,191,0.629686
-14.298248,288,0.730104
-16.133111,190,0.788517
-21.159415,219,0.856749
-12.742474,191,0.914966
-19.298991,217,0.984891
-12.120296,185,1.041098
-14.141912,200,1.104447
-17.014939,217,1.17582
-12.343327,222,1.249856
-11.043212,204,1.314841
-29.404478,296,1.415051
-16.868691,228,1.488003
-11.120525,201,1.551619
-11.965852,201,1.615106
-18.060896,275,1.707021
-7.931489,210,1.772729
-9.829015,181,1.828654
-18.336336,293,1.926293
-29.3674,317,2.033462
-31.576993,321,2.142462
-11.6497,203,2.206957
-14.108842,215,2.273459
-15.870891,218,2.341806
-15.032124,218,2.410038
-18.2264,226,2.481308
-3.570454,192,2.53977
-7.146804,180,2.594159
-12.203442,203,2.657436
-20.13823,205,2.724701
-18.008164,222,2.794918
-17.425062,225,2.865154
-19.798191,291,2.961319
-31.62597,261,3.044631
-8.990763,199,3.107373
-14.691447,196,3.167054
-9.705243,195,3.226648
-7.836074,181,5.069483
-12.970339,186,6.893069
-10.103481,210,8.893132
-10.457504,187,10.732344
-12.989931,214,12.803645
-12.013692,220,14.920204
-23.394516,212,16.953743
-13.999305,208,18.924972
-4.389581,180,20.725995
-14.910089,213,22.765707
-17.178483,258,25.22955
-19.920052,240,27.521249
-16.936716,226,29.68799
-8.630918,186,31.516166
-11.565061,217,33.593914
-8.726757,186,35.391418
-4.438015,185,37.259481
-8.065942,190,39.145662
-12.666505,185,41.05081
-18.777904,288,43.964633
-3.661316,178,45.742213
-5.774902,172,47.466585
-10.461471,193,49.379023
-13.723678,182,51.239325
-6.072762,181,53.072896
-5.594726,173,54.781826
-11.689656,174,56.530202
-10.088891,186,58.371182
-6.984415,202,60.415963
-9.110118,206,62.520911
-5.977417,174,64.251897
-11.86411,194,66.200797
-10.042523,182,68.023897
-12.083759,211,70.162125
-5.729743,185,72.073339
-8.732183,198,74.044253
-8.912024,188,75.929818
-10.815068,207,78.010926
-8.24844,172,79.716107
-8.210214,196,81.732878
-14.422736,217,83.908119
