#{"t_start": 1776895889.047543, "env_id": "BDXCourseProjectImitation-v0"}
r,l,t
2.553467,156,0.073632
4.198208,181,0.164513
2.119739,159,0.233871
14.820525,270,0.374652
5.227965,174,0.452802
-0.363883,175,0.55911
2.313445,158,0.632652
14.569548,214,0.733184
4.115001,193,0.8259
6.023457,188,0.909836
3.860624,168,0.986844
8.513821,197,1.530931
6.086593,257,1.669927
15.969056,247,1.796223
4.294281,185,1.885388
16.797721,242,2.001138
8.564514,240,2.141523
6.812537,172,2.224437
4.080148,179,2.325352
3.11521,158,2.395546
0.911547,163,2.467124
7.040428,216,2.93925
13.995189,226,3.054241
11.629702,228,3.166037
10.6812,206,3.263294
14.292114,207,3.364488
5.742723,196,3.466488
11.299041,228,3.584308
6.666892,180,3.666868
4.150685,160,3.736731
12.043567,218,3.840514
9.919446,242,4.30217
8.526403,239,4.409579
2.474576,151,4.472346
2.846383,158,4.537387
16.261612,224,4.63935
10.09537,262,4.763848
5.639256,210,4.856678
1.785859,151,4.914936
3.805492,159,4.979825
9.670642,207,5.08002
20.037444,242,5.542102
4.080291,170,5.616826
4.592778,167,5.688118
7.214669,191,5.773769
3.654533,161,5.837337
3.127387,153,5.898399
1.157694,155,5.960419
8.3663,234,6.069552
15.310788,224,6.171052
2.079418,168,6.242522
13.000918,218,6.337257
14.605038,222,6.777068
13.443616,241,6.880511
11.11483,217,6.975949
11.790441,197,7.062142
1.793078,176,7.136574
2.738971,151,7.195995
1.844522,147,7.256106
15.715145,255,7.380901
3.527133,170,7.457152
16.20693,235,7.565667
16.332065,238,8.017295
2.082803,202,8.106131
8.44195,183,8.18304
16.047362,219,8.28127
9.047421,188,8.361111
5.076326,178,8.436646
16.320492,221,8.536354
8.220223,187,8.627362
8.69802,181,8.707508
8.596666,207,8.798241
10.641019,225,9.288411
14.417907,208,9.384292
10.773268,195,9.470459
9.974345,204,9.569125
10.307154,206,9.673663
8.716685,187,9.758752
12.342819,211,9.863076
12.809055,232,9.980297
2.763688,156,10.050906
16.587133,214,10.159222
15.255887,221,10.667132
18.336306,248,10.790192
16.044459,226,10.900161
7.929041,188,10.984344
1.914494,177,11.063011
7.096895,225,11.175545
12.448914,197,11.26429
9.235766,222,11.364204
12.163555,202,11.452808
12.271232,225,11.554027
12.329017,202,11.995537
15.532024,221,12.099809
9.66524,212,12.201101
13.157695,242,12.317723
17.042422,280,12.459734
12.038143,244,12.577542
9.882688,190,12.66177
7.615942,202,12.754276
20.346661,241,12.86579
14.818046,241,13.330379
14.736605,208,13.425032
14.908318,217,13.523399
20.209112,260,13.644569
18.925936,238,13.75565
12.117876,203,13.84531
4.812452,201,13.935652
9.088893,232,14.042861
0.022928,240,14.16041
21.105269,265,14.626812
8.754389,198,14.713718
9.028235,192,14.799181
16.559316,253,14.921867
10.407109,207,15.128914
12.432865,202,15.259654
12.411522,211,15.376572
14.443887,214,15.515607
10.129223,202,15.645451
12.71342,203,16.310453
23.933542,261,16.448265
4.252545,175,16.535851
22.436631,284,16.690511
9.513212,190,16.783146
10.347236,244,16.905991
18.557108,258,17.04124
3.332593,175,17.123041
7.699381,190,17.213296
12.630301,205,17.31139
3.314956,170,17.763
9.929228,183,17.847302
12.649519,198,17.942176
18.624632,240,18.060154
7.403901,199,18.159178
2.924774,189,18.250197
13.166869,217,18.351508
11.727726,201,18.44536
3.868675,169,18.52035
11.745292,205,18.617039
9.430713,196,19.063774
12.769872,215,19.17138
11.009074,201,19.266424
8.167933,245,19.401241
10.962144,193,19.489289
15.859038,215,19.587083
5.67882,214,19.692755
13.004759,197,19.781934
4.292586,172,19.859379
22.294801,255,19.983784
12.377828,203,20.418413
12.8814,215,20.518073
12.171414,216,20.616388
18.783173,248,20.730724
23.448481,252,20.847803
9.759366,188,20.929444
16.27404,243,21.045387
9.151892,232,21.156731
15.004728,234,21.265547
14.972672,213,21.697528
14.443359,207,21.790263
21.941121,251,21.902842
17.4939,230,22.005048
19.757124,248,22.127124
16.20908,215,22.223898
9.833912,203,22.31684
16.058326,232,22.423694
33.688642,347,22.931572
9.142808,187,23.008019
12.507825,210,23.09782
13.430807,220,23.194594
15.009607,232,23.299353
15.549175,223,23.39553
15.014389,209,23.487047
17.244205,244,23.594619
10.570198,186,23.672936
7.41814,232,23.781082
20.824583,239,24.275793
16.302981,244,24.391032
22.171736,278,24.568372
14.252702,212,24.671179
13.172485,207,24.7731
7.016013,191,24.860359
8.943928,187,24.943176
14.21289,203,25.035363
11.721129,202,25.129216
21.001472,244,25.58647
13.193502,211,25.679435
7.993623,229,25.786671
8.537517,205,25.876442
12.905843,199,25.96332
17.345959,219,26.063147
15.188301,215,26.161722
18.906817,260,26.284537
14.123738,203,26.374652
24.800991,285,26.848603
8.610375,216,26.947335
18.592033,242,27.056475
9.018306,231,27.163566
14.316729,217,27.260032
21.424817,257,27.375563
1.24083,223,27.477109
12.351503,222,27.575215
11.513444,199,27.660196
22.914971,256,28.120352
21.169026,256,28.232043
29.592446,305,28.374588
27.990994,267,28.491315
7.089072,187,28.568029
17.620157,218,28.659468
25.625876,293,28.794484
36.189131,327,28.955702
38.274386,364,29.469861
4.83835,203,29.558621
