#{"t_start": 1776819489.966183, "env_id": "BDXCourseProjectImitation-v0"}
r,l,t
3.326281,210,0.78447
7.815265,185,0.862425
3.211492,163,0.928268
5.417757,180,1.002181
-2.88924,206,1.090042
17.551749,210,1.176071
12.373146,187,1.25167
20.6367,275,1.394626
23.765016,258,1.513191
1.712263,202,1.971727
2.686883,170,2.038076
15.018738,198,2.119771
9.530048,230,2.219436
17.097221,213,2.307976
4.599934,200,2.391481
1.563742,188,2.470495
11.938618,232,2.569077
24.26787,229,2.665347
13.128701,208,2.748982
15.285523,202,3.171206
9.162219,224,3.26911
7.432451,188,3.350247
17.793697,233,3.45695
13.154797,196,3.540371
13.795493,202,3.62281
3.398561,183,3.694033
30.159032,254,3.801549
4.668207,236,3.899614
25.592466,236,4.002222
21.32256,233,4.44665
14.102681,193,4.524045
16.712234,204,4.608413
6.115699,232,4.704364
-0.669239,238,4.805358
2.531121,178,4.879273
12.590488,185,4.957175
12.493444,187,5.033705
23.276216,248,5.140184
0.330787,239,5.588256
23.924426,232,5.692499
11.97612,186,5.766588
13.778315,202,5.846678
13.335287,202,5.928449
-4.748434,206,6.017478
19.439421,214,6.107878
7.056857,204,6.191274
16.358314,208,6.277079
28.061515,246,6.384733
27.401641,241,6.834193
13.939371,200,6.916471
-2.662942,232,7.014223
1.939655,169,7.081716
4.340108,232,7.183125
15.604026,192,7.260083
17.165924,212,7.346264
25.677556,242,7.456842
11.083695,200,7.538919
29.130238,249,8.084106
15.935823,263,8.308642
3.916923,250,8.463542
19.060018,222,8.566808
27.865321,242,8.686373
30.673437,238,8.801888
14.81499,281,8.934433
9.49814,187,9.016091
-0.473155,200,9.102166
39.963468,281,9.625464
8.037231,212,9.743258
-3.785901,211,9.840719
37.056314,265,9.959304
-0.750295,174,10.032352
26.153434,232,10.142918
11.765578,183,10.220608
17.029488,209,10.309287
24.08483,242,10.417521
14.430005,210,10.890279
0.681633,173,10.964402
17.80965,200,11.057023
29.088528,256,11.173886
14.942734,200,11.263887
10.416783,243,11.384156
6.789028,188,11.473562
15.987617,198,11.558346
5.123298,171,11.629109
77.399509,359,11.798022
5.834124,190,12.225053
12.514749,197,12.308744
17.969051,188,12.387493
14.46556,234,12.49507
23.765275,224,12.59017
49.49768,318,12.734152
32.401374,267,12.854656
44.153723,294,12.988525
11.052449,182,13.419421
14.862688,196,13.508722
30.137429,241,13.614853
3.815936,172,13.685701
20.46704,214,13.777711
17.16253,208,13.866087
9.195867,202,13.954344
10.72226,203,14.040559
12.201507,183,14.116337
15.08091,206,14.208287
21.968153,221,14.680327
19.346796,214,14.776027
16.004656,208,14.869265
32.162703,337,15.039211
17.767725,217,15.140538
17.065692,232,15.2556
26.479398,302,15.409475
21.897509,215,15.512445
28.342231,241,15.63101
20.062901,218,16.097356
23.524466,230,16.200646
16.134274,197,16.292444
14.421621,202,16.381194
22.317821,225,16.487337
2.194439,173,16.56212
12.953857,195,16.646157
9.74149,196,16.730633
14.806474,204,16.820049
17.908926,222,16.924865
30.9397,288,17.426307
5.971868,223,17.534005
20.738754,262,17.65848
16.569392,210,17.751707
21.330593,225,17.854727
20.083285,218,17.954116
18.781361,209,18.046419
23.844104,237,18.151888
1.765456,233,18.261378
21.020706,216,18.720804
31.856844,264,18.841806
23.081803,251,18.96063
35.606495,260,19.09766
17.769506,253,19.213631
3.077177,184,19.290412
24.165364,239,19.396785
11.806012,197,19.479495
14.099298,204,19.981484
13.005194,219,20.078027
28.678474,249,20.191419
20.743374,216,20.283406
22.421979,236,20.383762
12.5835,201,20.473613
13.802245,200,20.562942
25.577592,240,20.67153
17.71487,226,20.774102
15.777552,200,20.86105
26.237162,238,21.339403
32.226846,247,21.448708
31.75128,246,21.566357
4.705149,221,21.668028
52.677841,356,21.846317
21.15608,220,21.944273
34.402118,267,22.069662
41.097662,301,22.59305
23.20669,218,22.69332
19.74949,217,22.788021
27.983395,272,22.920503
23.28448,213,23.014902
16.102709,209,23.114893
10.997475,311,23.258426
37.205573,292,23.390705
3.760424,192,23.472305
7.964489,201,23.928292
18.561341,259,24.050288
22.861841,224,24.145852
18.321311,205,24.236046
17.109124,208,24.326587
16.306472,233,24.433551
10.892273,199,24.524821
18.574308,207,24.613515
17.093642,206,24.700451
31.616449,293,25.200589
28.456788,248,25.318051
13.906225,204,25.408262
27.06053,256,25.531789
24.193159,225,25.63533
20.169893,215,25.728423
25.823619,239,25.839576
13.095024,196,25.925844
34.790582,279,26.057406
15.995302,251,26.544293
84.394906,420,26.743105
5.866121,235,26.844785
21.967982,217,26.938518
17.582349,205,27.022631
29.616321,242,27.123626
22.783974,244,27.227182
25.320095,235,27.328046
47.314461,289,27.806304
16.365872,210,27.897114
29.743502,240,28.002745
12.539393,269,28.12072
37.316301,273,28.240692
23.143808,249,28.351226
22.230357,236,28.451037
32.192433,270,28.579887
27.333298,241,29.027491
39.690395,277,29.149259
25.382822,246,29.25445
69.329785,408,29.452289
19.874857,208,29.543131
24.95569,218,29.635514
27.910618,257,29.751327
17.222742,206,29.833572
36.881604,268,30.297109
46.30841,302,30.432118
27.752708,235,30.534656
24.206798,231,30.641712
33.720673,281,30.762695
43.826578,309,30.903605
28.731999,218,30.999556
31.030115,246,31.110546
37.948488,261,31.565028
22.701052,233,31.668478
37.949421,270,31.786149
36.044817,281,31.924689
24.64198,269,32.044941
26.072454,234,32.144652
44.408541,307,32.283812
65.54154,358,32.801579
31.049925,256,32.911404
44.543827,282,33.040118
49.35238,301,33.173475
17.057588,199,33.260922
36.604046,311,33.405503
25.743233,233,33.503903
25.179265,236,33.610309
33.289605,251,34.066992
63.544352,365,34.240607
34.323124,252,34.354422
23.391927,218,34.44565
22.018856,277,34.572168
21.753336,217,34.66412
26.225735,287,34.807456
71.092856,320,34.955543
22.727916,223,35.426662
34.162243,257,35.539246
14.152772,201,35.625562
81.820398,420,35.829044
32.265148,242,35.931499
55.688449,340,36.091339
60.172317,317,36.232596
30.514892,261,36.695285
28.088437,228,36.796343
98.902643,546,37.051067
23.641821,207,37.13658
31.746763,297,37.26986
17.566562,218,37.362098
36.027755,319,37.508093
63.471633,368,38.024079
29.422143,235,38.123501
57.30481,363,38.288915
43.487633,354,38.455755
25.387987,279,38.587394
56.499253,317,38.729943
48.913725,329,39.228527
36.114301,271,39.347181
46.855047,365,39.510306
40.393804,275,39.634599
35.247742,272,39.755255
31.605529,252,39.860313
69.841367,432,40.065554
22.806578,287,40.533697
21.740473,232,40.63692
71.793212,380,40.8269
53.9811,302,40.973143
27.828086,246,41.080246
43.592207,321,41.229973
15.546177,203,41.32078
60.836262,349,41.821951
35.850876,270,41.941239
64.844502,337,42.101196
41.696509,281,42.230001
13.596079,185,42.303124
30.440085,235,42.405192
73.793785,447,42.619208
46.59797,313,43.109337
40.775334,273,43.23994
32.022704,243,43.342573
57.050249,359,43.512625
37.012652,273,43.639243
39.587068,302,43.777346
31.891072,251,43.893785
46.00416,297,44.376723
28.478931,224,44.481623
18.612593,221,44.574775
52.982594,276,44.702952
32.015183,308,44.843973
86.965949,399,45.038296
54.228758,350,45.201657
29.232713,224,45.652942
36.222501,265,45.774036
18.977889,215,45.863911
23.130879,215,45.962894
84.617646,410,46.156275
39.264558,274,46.280743
31.687549,246,46.383815
37.651449,266,46.849742
44.836904,287,46.979001
66.933218,358,47.151495
61.447277,368,47.317737
21.357027,207,47.417789
41.013413,288,47.625024
37.251688,275,47.765634
39.477564,269,48.265708
29.001363,236,48.375318
18.893498,204,48.466635
20.182332,221,48.569428
28.640749,226,48.672969
60.351022,318,48.823643
37.413994,350,48.998733
51.503081,318,49.156407
59.15642,332,49.667103
71.080942,388,49.845348
48.157928,293,49.976717
27.483164,241,50.090228
30.227665,224,50.186276
17.299769,222,50.280754
31.520861,267,50.39571
133.323771,633,51.09105
6.239884,198,51.176744
25.772848,209,51.267349
69.806884,393,51.446238
72.396947,373,51.621548
43.058024,272,51.744804
50.209548,309,52.23378
23.36118,219,52.333261
30.348698,263,52.456441
76.916983,404,52.645617
38.672422,308,52.790657
65.909707,355,52.955525
58.694935,360,53.131728
43.704009,287,53.608641
40.01834,271,53.742074
37.987531,264,53.859778
56.142477,299,54.003083
25.416863,218,54.100501
25.590831,257,54.214072
44.46293,279,54.341546
50.79432,346,54.854635
37.154106,255,54.969662
116.774254,564,55.251147
62.707326,399,55.457376
18.348206,226,55.554179
56.130392,340,55.720429
37.180709,269,56.181075
21.31069,230,56.282087
46.183258,306,56.424531
25.567835,238,56.531806
21.387852,198,56.619401
80.920981,377,56.810683
22.870669,195,56.888036
23.643668,220,56.984508
64.170889,359,57.514642
96.461655,435,57.739088
98.909528,465,57.972175
79.713063,396,58.159662
49.186843,259,58.274687
72.768705,394,58.829151
36.032311,242,58.935599
54.697614,336,59.091505
51.635848,282,59.221842
51.820948,311,59.364782
32.234151,235,59.463164
22.764595,227,59.56217
17.143984,213,59.656484
41.228126,246,60.112779
41.868364,275,60.233238
46.716252,318,60.379811
59.420434,302,60.527993
32.748562,323,60.685731
23.668408,216,60.778176
90.8636,425,60.992218
34.443454,262,61.457711
27.574906,233,61.560127
43.804629,247,61.67681
48.780288,301,61.814587
48.428139,312,61.965533
38.750764,240,62.075543
41.98979,258,62.192917
40.747543,270,62.660041
52.283583,313,62.806155
106.322768,492,63.053503
137.998961,559,63.328231
18.33299,233,63.434289
51.91157,306,63.572164
