algo,seed,episode,episode_return,episode_len,mean_forward_speed
ppo,0,0,44.58451106271169,233,0.13487562787224036
ppo,0,1,87.83988898439398,337,0.11419835125255974
ppo,0,2,87.83988898439398,337,0.11419835125255974
ppo,0,3,87.83988898439398,337,0.11419835125255974
ppo,0,4,87.83988898439398,337,0.11419835125255974
ppo,0,5,87.83988898439398,337,0.11419835125255974
ppo,0,6,87.83988898439398,337,0.11419835125255974
ppo,0,7,87.83988898439398,337,0.11419835125255974
ppo,0,8,87.83988898439398,337,0.11419835125255974
ppo,0,9,87.83988898439398,337,0.11419835125255974
