algo,seed,episode,episode_return,episode_len,mean_forward_speed
ppo,0,0,340.23932320339867,2000,0.0005848303568733435
ppo,0,1,335.67566786578936,2000,0.0006245182934608422
ppo,0,2,335.67566786578936,2000,0.0006245182934608422
ppo,0,3,335.67566786578936,2000,0.0006245182934608422
ppo,0,4,335.67566786578936,2000,0.0006245182934608422
ppo,0,5,335.67566786578936,2000,0.0006245182934608422
ppo,0,6,335.67566786578936,2000,0.0006245182934608422
ppo,0,7,335.67566786578936,2000,0.0006245182934608422
ppo,0,8,335.67566786578936,2000,0.0006245182934608422
ppo,0,9,335.67566786578936,2000,0.0006245182934608422
