algo,seed,episode,episode_return,episode_len,mean_forward_speed
ppo,0,0,196.70369622646308,687,0.036389038511685304
ppo,0,1,246.46931323741592,840,0.02941456189816598
ppo,0,2,246.46931323741592,840,0.02941456189816598
ppo,0,3,246.46931323741592,840,0.02941456189816598
ppo,0,4,246.46931323741592,840,0.02941456189816598
ppo,0,5,246.46931323741592,840,0.02941456189816598
ppo,0,6,246.46931323741592,840,0.02941456189816598
ppo,0,7,246.46931323741592,840,0.02941456189816598
ppo,0,8,246.46931323741592,840,0.02941456189816598
ppo,0,9,246.46931323741592,840,0.02941456189816598
ppo,1,0,123.52442866516789,478,0.03582511303302683
ppo,1,1,121.88911416143708,471,0.04011276678824645
ppo,1,2,121.88911416143708,471,0.04011276678824645
ppo,1,3,121.88911416143708,471,0.04011276678824645
ppo,1,4,121.88911416143708,471,0.04011276678824645
ppo,1,5,121.88911416143708,471,0.04011276678824645
ppo,1,6,121.88911416143708,471,0.04011276678824645
ppo,1,7,121.88911416143708,471,0.04011276678824645
ppo,1,8,121.88911416143708,471,0.04011276678824645
ppo,1,9,121.88911416143708,471,0.04011276678824645
ppo,2,0,234.69253935593517,862,0.019334930217419437
ppo,2,1,189.12143446349424,707,0.03158212500816214
ppo,2,2,189.12143446349424,707,0.03158212500816214
ppo,2,3,189.12143446349424,707,0.03158212500816214
ppo,2,4,189.12143446349424,707,0.03158212500816214
ppo,2,5,189.12143446349424,707,0.03158212500816214
ppo,2,6,189.12143446349424,707,0.03158212500816214
ppo,2,7,189.12143446349424,707,0.03158212500816214
ppo,2,8,189.12143446349424,707,0.03158212500816214
ppo,2,9,189.12143446349424,707,0.03158212500816214
