#{"t_start": 1776776014.194814, "env_id": "BDXCourseProject-v0"}
r,l,t
-14.855007,230,0.151674
-18.981406,205,0.283198
-15.067415,225,0.426484
-18.864472,261,0.590774
-12.672691,190,0.710929
-5.433941,186,0.825071
-19.925866,317,1.030121
-4.773279,178,1.135687
-11.005479,223,1.275909
-20.443998,231,1.944693
-9.093287,197,2.061855
-12.795687,203,2.182831
-22.703912,231,2.320493
-15.468596,210,2.447751
-7.703324,197,2.570016
-13.531384,198,2.689825
-16.614549,276,2.859108
-8.33179,203,2.983617
-16.909483,225,3.643385
-11.60651,213,3.779685
-18.368871,242,3.930348
-9.534339,205,4.055051
-26.001788,227,4.192755
-21.713503,220,4.333291
-16.83741,218,4.46719
-22.034495,195,4.585848
-13.575926,233,4.738732
-13.870147,193,4.860281
-20.717188,205,5.502838
-24.047903,210,5.629633
-16.367205,205,5.760119
-13.050732,209,5.885646
-12.080694,213,6.019455
-18.522278,247,6.181968
-22.270685,229,6.321799
-11.820039,198,6.441578
-14.587286,233,6.582392
-22.305133,274,7.265355
-4.402505,203,7.391022
-2.009149,196,7.509097
-11.852722,196,7.630558
-13.559568,221,7.767414
-10.559789,197,7.884012
-13.344171,209,8.014317
-7.701616,201,8.136809
-24.902877,276,8.315109
-24.304506,237,8.984331
-21.407688,266,9.155135
-21.941299,300,9.343732
-9.349803,217,9.478873
-11.420058,214,9.612916
-11.934146,193,9.730277
-19.243194,239,9.879914
-16.387608,228,10.01785
-13.982853,223,10.156934
-18.674357,234,10.821888
-8.711885,212,10.955558
-12.98245,204,11.079412
-23.749725,222,11.215946
-6.029246,211,11.342755
-9.883664,204,11.467542
-6.820271,212,11.595218
-12.931717,213,11.723147
-21.468549,271,11.888991
-10.006071,233,12.550509
-10.629427,199,12.677665
-12.529278,214,12.809368
-21.948865,251,12.965992
-7.686078,179,13.072363
-15.800369,220,13.204486
-12.523737,201,13.323696
-6.950218,178,13.429822
-20.270414,317,13.6294
-36.206025,441,14.46337
-7.227855,226,14.605338
-7.869967,211,14.753803
-16.54972,213,14.887253
-9.011128,211,15.01744
-8.733304,223,15.153142
-9.475425,219,15.286895
-6.596813,208,15.41593
-11.644981,223,15.554986
-5.44549,175,16.208726
-5.023725,177,16.314616
-13.423461,245,16.474389
-21.182437,253,16.63345
-13.541722,249,16.789626
-17.171067,243,16.942606
-14.338112,220,17.075509
-24.44102,264,17.243089
-8.527651,210,17.369226
-11.615427,201,18.010128
-11.700403,228,18.150322
-18.032205,235,18.296769
-11.016117,244,18.449296
-16.50528,279,18.621089
-10.962372,210,18.752311
-7.625829,226,18.887528
-9.863645,221,19.020087
-25.656099,201,19.149475
-8.394315,205,19.799591
-3.740218,178,19.907175
-11.165876,208,20.036591
-8.237466,207,20.164474
-8.179451,199,20.28595
-9.318656,231,20.43302
-11.473865,224,20.568798
-13.463263,230,20.710727
-5.789499,178,20.819048
-13.690328,195,20.936576
-13.946498,244,21.605822
-3.211474,168,21.715743
-3.371908,200,21.838109
-11.037566,227,21.979481
-18.292432,208,22.109433
-6.050085,247,22.262184
-16.271691,281,22.446794
-5.490185,193,22.564498
-7.483126,198,22.681959
-8.79984,206,23.327086
-9.381531,188,23.436898
-16.603277,214,23.570589
-17.244089,241,23.723446
-5.658936,202,23.849235
-7.863979,210,23.977084
-12.803978,199,24.097097
-10.356831,211,24.226919
-10.033437,213,24.354548
-7.664946,188,24.468263
-7.901887,185,25.099277
-12.280072,240,25.249151
-8.521003,195,25.365761
-6.067893,181,25.47416
-10.286168,216,25.604982
-14.443456,281,25.782522
-6.701299,194,25.903403
-20.931107,270,26.074856
-21.557928,247,26.231542
-8.221635,199,26.34917
-12.65705,233,27.009864
-9.163459,213,27.140965
-16.869099,215,27.270299
-11.539685,215,27.399124
-11.505211,222,27.533001
-6.254442,202,27.655481
-8.408131,172,27.758975
-14.664884,223,27.896734
-12.925972,223,28.029688
-5.874099,201,28.687671
-14.165305,245,28.839066
-5.071475,198,28.960686
-8.442061,262,29.119728
-4.991132,191,29.236774
-7.416813,201,29.357357
-13.871627,273,29.519436
-6.566567,186,29.630703
-8.973956,212,29.756306
-8.173013,187,29.868171
-4.882532,194,30.508133
